google	249	google drive	0.02812275215131054
google	247	google	0.022214491140113445
google	250	google search	0.020917917410253818
google	420	open drive	0.019230306284074752
google	248	google bombing	0.01645252850629697
google	98	comparison of web search engines	0.010693638945229561
google	326	keyword (internet search)	0.009809889031379023
google	519	search engine optimization	0.009809889031379023
google	619	volunia	0.009248373131409892
google	433	pagerank	0.008840083020389272
google	345	local search (internet)	0.007269164814736559
google	427	organic search	0.007233526895991015
google	228	forestle	0.0067954379556703
google	225	filter bubble	0.006744970269326975
google	343	list of search engines	0.006683917825277537
google	56	blackle.com	0.005963888605892367
google	533	social search	0.005654753545023913
google	277	info.com	0.0054287688976317056
google	19	alltheweb	0.005208190643254073
google	251	google effect	0.004961079550258785
google	637	web search engine	0.004959074221431648
google	194	duckduckgo	0.00442649801815653
google	644	wikia search	0.004400777549892216
google	130	cuil	0.004286864374340707
google	369	meta tags	0.003712419477495588
google	336	leapfish	0.003700686143011401
google	618	voice search	0.00361876450974228
google	656	yebol	0.003589485607282853
google	461	proximity search (text)	0.00342917906990406
google	52	bing	0.003401140125600141
google	344	live search	0.003401140125600141
google	354	msn search	0.003401140125600141
google	57	blekko	0.0033835434907470725
google	172	desktop search	0.0032117877655562345
google	492	robots.txt	0.0031667795822501793
google	493	robots exclusion standard	0.0031667795822501793
google	518	search engine marketing	0.003164371153391421
google	15	alan emtage	0.003127246702754301
google	620	w3catalog	0.003104132263163888
google	655	yandex	0.003076182758602131
google	123	contextual advertising	0.0030001172850070345
google	339	linkrot	0.0029752553979690904
google	513	search aggregator	0.002936481870116856
google	199	eli pariser	0.0029340099877784567
google	245	goby inc.	0.0026573130573850265
google	525	semantic search	0.0026304370364695095
google	647	wolfram alpha	0.0025559555848277873
google	208	exalead	0.0025168419171807815
google	434	paid inclusion	0.002503902460896736
google	22	alvin weinberg	0.002465558372360864
google	165	daum communications	0.0024458918117990077
google	657	yummly	0.0024300008239754767
google	635	web robot	0.002410542012441851
google	453	principle of least astonishment	0.0023934021153320184
google	612	vertical search	0.0023896401145495224
google	81	chemicalize.org	0.002381236847359239
google	520	search engine results pages	0.0023729173336625455
google	466	quaero	0.0023417796155969827
google	45	baidu	0.0023275866883569513
google	360	mass surveillance	0.0023092318550131012
google	252	gopher (protocol)	0.00228442389687135
google	539	software release life cycle	0.0022502493040177725
google	391	nltk	0.0022455300968445766
google	397	natural language toolkit	0.0022455300968445766
google	447	powerset (company)	0.002219628537570709
google	645	wikiseek	0.0020930032351694937
google	255	guruji.com	0.002089198233875793
google	654	yahoo! search	0.002089198233875793
google	235	general architecture for text engineering	0.0020258482123367855
google	320	jumpstation	0.001980823298551158
google	187	dogpile	0.0019372779616346654
google	512	search engine watch	0.0019312999606781848
google	508	scalability	0.001893262245707462
google	21	altavista	0.0018910330485751002
google	574	teoma	0.0018559525252816336
google	622	webcrawler	0.0018481514019198703
